sentiment_result_id,raw_document_id,ticker,provider,query,text,llama_is_economic,manual_economic_related,finbert_label,finbert_score,finbert_confidence,manual_label,manual_notes
11,174,AMD,bluesky,$AMD,🌟 見つけました！ ASUS AMD Radeon RX9070XT 搭載 ビデオカード PCIe 5.0 16GB GDDR6 PRIME-RX9070XT-O16G 国内正規代理店品 https://amazon.co.jp/dp/B0DZBXKDJV?tag=papalog001-22 #Amazon購入品 #お買い物,yes,no,neutral,0.0,0.8713105916976929,neutral,AMD product affiliate listing.
12,175,AMD,bluesky,$AMD,Timur Kristóf of Valve's Linux open-source graphics driver team isn't done driving new improvements to aging AMD GCN 1.0/1.1 era graphics cards on Linux. Beyond enhancing display support... 🔗 https://www.phoronix.com/news/AMD-DRM-Format-Modifiers-GCN,yes,no,positive,0.5324470400810242,0.5324470400810242,positive,"Positive product/driver improvement, not financial."
13,176,AMD,bluesky,$AMD,might mess with eutro a bit more. shes supposed to be a very specific kind of emo amd her clothes work but she'd need complete different hair and then she wouldn't look like herself maybe i have to pivot subculture and make rets more emp to compensate.,yes,no,neutral,0.0,0.8409226536750793,neutral,"Typo/ordinary word, not AMD/company content."
14,178,AMZN,bluesky,$AMD,🏷️ チェックしてみて！ ASUS AMD Radeon RX9070XT 搭載 ビデオカード PCIe 5.0 16GB GDDR6 PRIME-RX9070XT-O16G 国内正規代理店品 https://amazon.co.jp/dp/B0DZBXKDJV?tag=papalog001-22 #Amazon #お買い物,yes,no,neutral,0.0,0.8596803545951843,neutral,Amazon product affiliate listing.
15,178,AMD,bluesky,$AMD,🏷️ チェックしてみて！ ASUS AMD Radeon RX9070XT 搭載 ビデオカード PCIe 5.0 16GB GDDR6 PRIME-RX9070XT-O16G 国内正規代理店品 https://amazon.co.jp/dp/B0DZBXKDJV?tag=papalog001-22 #Amazon #お買い物,yes,no,neutral,0.0,0.8596803545951843,neutral,AMD product affiliate listing.
16,179,AMZN,bluesky,$AMD,💎 気になる商品を見つけました！ ASUS AMD Dual Radeon RX 9060 XT 16GB GDDR6ビデオカード DUAL-RX9060XT-16G 国内正規代理店品 https://amazon.co.jp/dp/B0FNM457WX?tag=papalog001-22 #Amazon購入品 #Amazon,yes,no,neutral,0.0,0.899846076965332,neutral,Amazon product affiliate listing.
17,179,AMD,bluesky,$AMD,💎 気になる商品を見つけました！ ASUS AMD Dual Radeon RX 9060 XT 16GB GDDR6ビデオカード DUAL-RX9060XT-16G 国内正規代理店品 https://amazon.co.jp/dp/B0FNM457WX?tag=papalog001-22 #Amazon購入品 #Amazon,yes,no,neutral,0.0,0.899846076965332,neutral,AMD product affiliate listing.
18,180,MSFT,bluesky,$AMD,"ahora ha mejorado la cosa muchísimo, hay una herramienta que, con Windows instalado, eso si, te dice los drivers que le tienes que meter al EFI y va casi solo... pero antes de esto tenías que pelearte, leerte las guías de unos randoms, etc. y ojito con usar AMD 💀",yes,no,positive,0.5364590883255005,0.5364590883255005,positive,"Positive Windows tool/product experience, not financial."
19,182,AMD,bluesky,$AMD,💎 おすすめ商品！ AMD Ryzen 7 5700X without cooler 3.4GHz 8コア / 16スレッド 36MB 65W 100-100000926WOF 三年保証 ※マザーボードのBIOSを該当CPUに対応する必要があります。※ご購入前必ず商品についての使用上の注意事項をご確認ください [並行輸入品] https://amazon.co.jp/dp/B0B6PC1JWR?tag=papalog001-22 #Amazon #おすすめ商品,yes,no,neutral,0.0,0.8803005218505859,neutral,AMD CPU product listing.
20,183,AMD,bluesky,$AMD,📦 Amazonより ASUS AMD Dual Radeon RX 9060 XT 16GB GDDR6ビデオカード DUAL-RX9060XT-16G 国内正規代理店品 https://amazon.co.jp/dp/B0FNM457WX?tag=papalog001-22 #Amazon #おすすめ商品,yes,no,neutral,0.0,0.9057603478431702,neutral,AMD GPU product listing.
21,184,AMD,bluesky,$AMD,"AMD anuncia los nuevas procesadores Ryzen PRO Serie 9000 AMD ha presentado sus nuevos procesadores de sobremesa Ryzen PRO Serie 9000, ampliando su catálogo para equipos comerciales y estaciones de trabajo. La serie Ryzen PRO 9000 presenta el primer procesador para estaciones de trabajo de nivel…",yes,yes,positive,0.5327284932136536,0.5327284932136536,positive,New commercial Ryzen PRO processors are positive company news.
22,185,AMD,bluesky,$AMD,WOW my first virtual machine with 12 CPU's and 16GB ram. Also did restitution from my 10 years old server. Too bad that AMD got a shitty management server interface... I would have been on AMD for sure! Running AlpineLinux(everywhere) put by hand in rescue mode! Thanks to @scaleway.com!,yes,no,neutral,0.0,0.7888164520263672,negative,"Negative product/server-interface opinion, not financial."
23,186,AMD,bluesky,$AMD,"Thanks very much, both for the kind words amd the invite to share with #CALC26 attendees! I hope a few folks will start thinking of themselves as Luddites, and encourage others to critically examine new Ed tech, esp the current AI push.",yes,no,neutral,0.0,0.597284197807312,neutral,"Typo/ordinary word, not AMD/company content."
24,187,AMD,bluesky,$AMD,📢 注目商品 ASUS AMD Dual Radeon RX 9060 XT 16GB GDDR6ビデオカード DUAL-RX9060XT-16G 国内正規代理店品 https://amazon.co.jp/dp/B0FNM457WX?tag=papalog001-22 #アマゾン #Amazonセール,yes,no,neutral,0.0,0.8856415152549744,neutral,AMD GPU product listing.
25,188,AMZN,bluesky,$AMD,🛒 Amazonで話題！ GMKtec ミニPC AMD Ryzen 7 Pro 6850U 【64GB DDR5+ 16TB SSD 拡張】 Oculink USB4.0×2 HDMI2.1 8K@60Hz 4 画面出力 Win11 Pro 2.5G LAN×2 WiFi6 小型 PC 省スペース 高性能 デスクトップ PC M7 Ultra 究極ゲーミングミニPC 32GB+1TB https://amazon.co.jp/dp/B0GS1ZM6DW?tag=papalog001-22 #アマゾン #Amazon,yes,no,neutral,0.0,0.9007627367973328,neutral,Amazon product affiliate listing.
26,188,AMD,bluesky,$AMD,🛒 Amazonで話題！ GMKtec ミニPC AMD Ryzen 7 Pro 6850U 【64GB DDR5+ 16TB SSD 拡張】 Oculink USB4.0×2 HDMI2.1 8K@60Hz 4 画面出力 Win11 Pro 2.5G LAN×2 WiFi6 小型 PC 省スペース 高性能 デスクトップ PC M7 Ultra 究極ゲーミングミニPC 32GB+1TB https://amazon.co.jp/dp/B0GS1ZM6DW?tag=papalog001-22 #アマゾン #Amazon,yes,no,neutral,0.0,0.9007627367973328,neutral,AMD mini-PC product listing.
27,189,AMZN,bluesky,$AMD,💎 GMKtec Full Spec版 K16 ミニPC AMD Ryzen7 7735HS搭載【DDR5 32GB 6400MT/s +1TB SSD】初登場 Oculink搭載 USB4.0 WiFi6E デュアル2.5G LAN HDMI2.0(8K@60Hz) 3画面出力 GMKtec K16 Mini PC ゲーミング最強ミニPC 高性能 Win11 Pro済み 32GB+1TB Amazonでチェック👇 https://amazon.co.jp/dp/B0GGBR5YFF?tag=papalog001-22 #Amazonセール #おすすめ商品,yes,no,neutral,0.0,0.895034909248352,neutral,Amazon product affiliate listing.
28,189,AMD,bluesky,$AMD,💎 GMKtec Full Spec版 K16 ミニPC AMD Ryzen7 7735HS搭載【DDR5 32GB 6400MT/s +1TB SSD】初登場 Oculink搭載 USB4.0 WiFi6E デュアル2.5G LAN HDMI2.0(8K@60Hz) 3画面出力 GMKtec K16 Mini PC ゲーミング最強ミニPC 高性能 Win11 Pro済み 32GB+1TB Amazonでチェック👇 https://amazon.co.jp/dp/B0GGBR5YFF?tag=papalog001-22 #Amazonセール #おすすめ商品,yes,no,neutral,0.0,0.895034909248352,neutral,AMD mini-PC product listing.
29,2,AAPL,bluesky,AAPL shares,Parts 1-3/3 — EFTA01252230.jpg #epsteinweb #efta01252230 https://epsteinweb.org Available in the iOS app store now! https://apps.apple.com/us/app/epstein-web/id6758880661,yes,no,neutral,0.0,0.9462724924087524,neutral,"App store promo, not Apple economy/market."
30,3,AAPL,bluesky,Apple stock,"3 Reasons This Warren Buffett Favorite AI Stock Could Soar Over the Next 10 Years https://www.europesays.com/ie/483857/ Apple (AAPL +1.50%) stock has been hitting new all-time highs recently, capping a remarkable rebound from a 52-week…",yes,yes,positive,0.9462038278579712,0.9462038278579712,positive,Article says Apple stock could soar.
31,4,AAPL,bluesky,AAPL stock,"2/3 ✅ Price alerts, 7-day charts, portfolio tracking, AI assistant – all in one click ✅ Forex alerts – EUR/USD, GBP/USD, USD/JPY, and more ✅ Stock alerts – AAPL, TSLA, NVDA, S&P 500, and more If you've been waiting for Forex or stocks, join the waiting list for the extension. #ChromeExtension",yes,yes,neutral,0.0,0.9407488703727722,positive,Services revenue record and stock thesis are positive.
32,4,TSLA,bluesky,AAPL stock,"2/3 ✅ Price alerts, 7-day charts, portfolio tracking, AI assistant – all in one click ✅ Forex alerts – EUR/USD, GBP/USD, USD/JPY, and more ✅ Stock alerts – AAPL, TSLA, NVDA, S&P 500, and more If you've been waiting for Forex or stocks, join the waiting list for the extension. #ChromeExtension",yes,yes,neutral,0.0,0.9407488703727722,neutral,"Stock-alert product mention, no TSLA sentiment."
33,4,NVDA,bluesky,AAPL stock,"2/3 ✅ Price alerts, 7-day charts, portfolio tracking, AI assistant – all in one click ✅ Forex alerts – EUR/USD, GBP/USD, USD/JPY, and more ✅ Stock alerts – AAPL, TSLA, NVDA, S&P 500, and more If you've been waiting for Forex or stocks, join the waiting list for the extension. #ChromeExtension",yes,yes,neutral,0.0,0.9407488703727722,neutral,"Stock-alert product mention, no NVDA sentiment."
34,99,AAPL,bluesky,Apple stock,"As Apple Stock Hits New Record Highs, Its Valuation Screams Caution: Market Analysis and Outlook Key Takeaways Investors wonder if Apple's growth has peaked Apple's market capitalization surpasses $3 trillion Shares trade above $182 per piece Valuation sparks caution among market analysts As…",yes,yes,positive,0.8271288871765137,0.8271288871765137,negative,Record highs but valuation warning/caution dominates.
35,101,AAPL,bluesky,Apple stock,3 Reasons This Warren Buffett Favorite AI Stock Could Soar Over the Next 10 Years https://www.europesays.com/people/70488/ Key Points The company’s services business set another all-time revenue record in its most recent quarter. Apple Intelligence…,yes,yes,neutral,0.0,0.7280142903327942,positive,Services revenue record and long-term upside thesis.
36,102,MSFT,bluesky,Apple stock,The tool that finally makes you feel like a real engineer 🔧 Microsoft 6CX-00001 10.6-Inch Surface Pro 2 💰 $160 on Amazon 🔥 Grab it while in stock → https://www.amazon.com/dp/B00Q100I8M?tag=choosetoshop-20&linkCode=osi&th=1&psc=1 #Apple #MacBook #iPad #Tech #ad,yes,no,neutral,0.0,0.9299996495246887,neutral,Microsoft Surface product ad.
37,5,AAPL,bluesky,Apple stock,"3 Reasons This Warren Buffett Favorite AI Stock Could Soar Over the Next 10 Years https://www.europesays.com/people/70425/ Apple (AAPL +1.50%) stock has been hitting new all-time highs recently, capping a remarkable rebound from a 52-week…",yes,yes,positive,0.9462038278579712,0.9462038278579712,positive,Apple stock rebound/all-time-high thesis.
38,6,AAPL,bluesky,$AAPL,"Charlie Bilello 𝕏🔁 svůj post: Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US […]",yes,yes,neutral,0.0,0.9296421408653259,positive,Long-term positive stock performance.
39,6,TSLA,bluesky,$AAPL,"Charlie Bilello 𝕏🔁 svůj post: Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US […]",yes,yes,neutral,0.0,0.9296421408653259,positive,Long-term positive stock performance.
40,6,NVDA,bluesky,$AAPL,"Charlie Bilello 𝕏🔁 svůj post: Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US […]",yes,yes,neutral,0.0,0.9296421408653259,positive,Long-term positive stock performance.
41,6,MSFT,bluesky,$AAPL,"Charlie Bilello 𝕏🔁 svůj post: Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US […]",yes,yes,neutral,0.0,0.9296421408653259,positive,Long-term positive stock performance.
42,6,AMZN,bluesky,$AAPL,"Charlie Bilello 𝕏🔁 svůj post: Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US […]",yes,yes,neutral,0.0,0.9296421408653259,positive,Long-term positive stock performance.
43,6,GOOGL,bluesky,$AAPL,"Charlie Bilello 𝕏🔁 svůj post: Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US […]",yes,yes,neutral,0.0,0.9296421408653259,positive,Long-term positive stock performance.
44,6,META,bluesky,$AAPL,"Charlie Bilello 𝕏🔁 svůj post: Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US […]",yes,yes,neutral,0.0,0.9296421408653259,positive,Long-term positive stock performance.
45,6,NFLX,bluesky,$AAPL,"Charlie Bilello 𝕏🔁 svůj post: Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US […]",yes,yes,neutral,0.0,0.9296421408653259,positive,Long-term positive stock performance.
46,6,AMD,bluesky,$AAPL,"Charlie Bilello 𝕏🔁 svůj post: Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US […]",yes,yes,neutral,0.0,0.9296421408653259,positive,Long-term positive stock performance.
47,141,TSLA,bluesky,Apple guidance,"[2/2] People in Beijing. During the talks between the Chinese and US presidents, more than a dozen U.S. business representatives including Tesla CEO Musk, Apple CEO Cook, Nvidia CEO Jensen Huang, and Boeing CEO Ortberg entered the meeting site under the guidance of staff. (CCTV News)",yes,yes,neutral,0.0,0.9316972494125366,neutral,"Business meeting mention, no directional sentiment."
48,141,NVDA,bluesky,Apple guidance,"[2/2] People in Beijing. During the talks between the Chinese and US presidents, more than a dozen U.S. business representatives including Tesla CEO Musk, Apple CEO Cook, Nvidia CEO Jensen Huang, and Boeing CEO Ortberg entered the meeting site under the guidance of staff. (CCTV News)",yes,yes,neutral,0.0,0.9316972494125366,neutral,"Business meeting mention, no directional sentiment."
49,7,AAPL,bluesky,$AAPL,📈 Heavy institution #Equity #optionsvolume! PM Top Equity Activity from 🔥 INSIDERFINANCE.COM 🔥 1. #NVDA 855.8K 2. #TSLA 577.8K 3. #AAPL 213.6K 4. #NOK 134.0K 5. #F 91.7K #OptionFlow #OptionsTrading #Trading,yes,yes,neutral,0.0,0.9429385662078857,neutral,"Options activity ranking, no directional sentiment."
50,7,TSLA,bluesky,$AAPL,📈 Heavy institution #Equity #optionsvolume! PM Top Equity Activity from 🔥 INSIDERFINANCE.COM 🔥 1. #NVDA 855.8K 2. #TSLA 577.8K 3. #AAPL 213.6K 4. #NOK 134.0K 5. #F 91.7K #OptionFlow #OptionsTrading #Trading,yes,yes,neutral,0.0,0.9429385662078857,neutral,"Options activity ranking, no directional sentiment."
51,7,NVDA,bluesky,$AAPL,📈 Heavy institution #Equity #optionsvolume! PM Top Equity Activity from 🔥 INSIDERFINANCE.COM 🔥 1. #NVDA 855.8K 2. #TSLA 577.8K 3. #AAPL 213.6K 4. #NOK 134.0K 5. #F 91.7K #OptionFlow #OptionsTrading #Trading,yes,yes,neutral,0.0,0.9429385662078857,neutral,"Options activity ranking, no directional sentiment."
52,104,AAPL,bluesky,Apple stock,"Today's Big Idea: Penny a Share Trading Tax Every single stock share, or any other financial instrument, traded on US regulated markets, pays $0.01 tax per share per transaction You buy a thousand Apple stocks for 300k you can afford 10 bucks tax",yes,yes,neutral,0.0,0.9293323159217834,neutral,"Trading tax proposal, no Apple-specific sentiment."
53,8,AAPL,bluesky,Apple stock,"Tim Cook Just Sold Apple Stock Near All Time Highs. Here Is Why One Analyst Says Alphabet Is the Smarter Trade https://www.europesays.com/people/70217/ Quick Read Apple (AAPL) trades at 38x P/E with iPhone revenue of $56.99B rebounding 16.6% YoY, yet faces…",yes,yes,positive,0.9212261438369751,0.9212261438369751,negative,Apple framed as less attractive than Alphabet.
54,8,GOOGL,bluesky,Apple stock,"Tim Cook Just Sold Apple Stock Near All Time Highs. Here Is Why One Analyst Says Alphabet Is the Smarter Trade https://www.europesays.com/people/70217/ Quick Read Apple (AAPL) trades at 38x P/E with iPhone revenue of $56.99B rebounding 16.6% YoY, yet faces…",yes,yes,positive,0.9212261438369751,0.9212261438369751,positive,Alphabet framed as smarter trade.
55,106,AAPL,bluesky,Apple stock,Apple stock bull makes towering new call on AI potential,yes,yes,neutral,0.0,0.8922547698020935,positive,Bullish AI stock call.
56,107,AAPL,bluesky,Apple stock,"Today's take: Nvidia NVDA, has surpassed silver as the second largest asset in the world. AI hopes is continuing to push stock price of tech companies like Apple and Alphabet. Alphabet is inches away from hitting $5 Trillion market capitalization.",yes,yes,negative,-0.6010813117027283,0.6010813117027283,positive,AI hopes pushing tech stock prices higher.
57,107,NVDA,bluesky,Apple stock,"Today's take: Nvidia NVDA, has surpassed silver as the second largest asset in the world. AI hopes is continuing to push stock price of tech companies like Apple and Alphabet. Alphabet is inches away from hitting $5 Trillion market capitalization.",yes,yes,negative,-0.6010813117027283,0.6010813117027283,positive,NVDA surpassing silver / AI momentum is positive.
58,107,GOOGL,bluesky,Apple stock,"Today's take: Nvidia NVDA, has surpassed silver as the second largest asset in the world. AI hopes is continuing to push stock price of tech companies like Apple and Alphabet. Alphabet is inches away from hitting $5 Trillion market capitalization.",yes,yes,negative,-0.6010813117027283,0.6010813117027283,positive,Alphabet nearing very high market cap is positive.
59,9,AAPL,bluesky,$AAPL,"📊 EOD — Wed May 13 Portfolio: $112,784 🟢 +12.8% Today: 📉 $-427 (-0.4%) 🔄 Sold AAPL today ⬆ AMD +71.4% ⬇ RIVN -15.1% ""Sold some Apple today—because who needs a full fruit basket when the market’s a dumpster fire?"" $AAPL $ETH $BTC $MSFT $AMZN 🔗 Follow Larry's Portfolio",yes,yes,neutral,0.0,0.9258382320404053,negative,Sold AAPL / market dumpster-fire framing.
60,9,AMZN,bluesky,$AAPL,"📊 EOD — Wed May 13 Portfolio: $112,784 🟢 +12.8% Today: 📉 $-427 (-0.4%) 🔄 Sold AAPL today ⬆ AMD +71.4% ⬇ RIVN -15.1% ""Sold some Apple today—because who needs a full fruit basket when the market’s a dumpster fire?"" $AAPL $ETH $BTC $MSFT $AMZN 🔗 Follow Larry's Portfolio",yes,yes,neutral,0.0,0.9258382320404053,neutral,"Portfolio/ticker mention, no clear Amazon sentiment."
61,10,AAPL,bluesky,AAPL stock,Number of FT articles mentioning that the FT can't figure out the age of Apple's new CEO: two. Number of FT articles mentioning the strikingly suspicious return pattern in Apple's stock that can only be explained by the market manipulation described in ssrn.com/abstract=461...: zero.,yes,yes,negative,-0.6247733235359192,0.6247733235359192,negative,Suspicious stock return / manipulation claim.
62,12,AAPL,bluesky,$AAPL,💥 Institutions trading #options with high urgency! PM Top Sweep Activity from 🔥 INSIDERFINANCE.COM 🔥 1. #NVDA 780.5K 2. #TSLA 549.3K 3. #AAPL 205.5K 4. #NOK 121.1K 5. #F 71.7K #OptionFlow #OptionsTrading #Trading,yes,yes,neutral,0.0,0.9378979206085205,neutral,"Options sweep ranking, no directional sentiment."
63,12,TSLA,bluesky,$AAPL,💥 Institutions trading #options with high urgency! PM Top Sweep Activity from 🔥 INSIDERFINANCE.COM 🔥 1. #NVDA 780.5K 2. #TSLA 549.3K 3. #AAPL 205.5K 4. #NOK 121.1K 5. #F 71.7K #OptionFlow #OptionsTrading #Trading,yes,yes,neutral,0.0,0.9378979206085205,neutral,"Options sweep ranking, no directional sentiment."
64,12,NVDA,bluesky,$AAPL,💥 Institutions trading #options with high urgency! PM Top Sweep Activity from 🔥 INSIDERFINANCE.COM 🔥 1. #NVDA 780.5K 2. #TSLA 549.3K 3. #AAPL 205.5K 4. #NOK 121.1K 5. #F 71.7K #OptionFlow #OptionsTrading #Trading,yes,yes,neutral,0.0,0.9378979206085205,neutral,"Options sweep ranking, no directional sentiment."
65,13,AAPL,bluesky,$AAPL,"$AAPL 10-Q filed today: Apple flags worsening chip shortages, AI risks, and Google antitrust threat to revenue Apple disclosed new supply constraints for semiconductors, NAND, and DRAM that are expected to intensify and may materially hurt revenue, costs, and gross margin. This is the first time...",yes,yes,negative,-0.9628247618675232,0.9628247618675232,negative,10-Q risks may materially hurt revenue.
66,13,GOOGL,bluesky,$AAPL,"$AAPL 10-Q filed today: Apple flags worsening chip shortages, AI risks, and Google antitrust threat to revenue Apple disclosed new supply constraints for semiconductors, NAND, and DRAM that are expected to intensify and may materially hurt revenue, costs, and gross margin. This is the first time...",yes,yes,negative,-0.9628247618675232,0.9628247618675232,negative,Google antitrust threat/risk context.
67,15,AAPL,bluesky,$AAPL,💥 Institutions trading #options with high urgency! AM Top Sweep Activity from 🔥 INSIDERFINANCE.COM 🔥 1. #NVDA 498.3K 2. #TSLA 309.1K 3. #AAPL 130.5K 4. #NOK 34.3K 5. #INTC 24.1K #OptionFlow #OptionsTrading #Trading,yes,yes,neutral,0.0,0.9418485760688782,neutral,"Options sweep ranking, no directional sentiment."
68,15,TSLA,bluesky,$AAPL,💥 Institutions trading #options with high urgency! AM Top Sweep Activity from 🔥 INSIDERFINANCE.COM 🔥 1. #NVDA 498.3K 2. #TSLA 309.1K 3. #AAPL 130.5K 4. #NOK 34.3K 5. #INTC 24.1K #OptionFlow #OptionsTrading #Trading,yes,yes,neutral,0.0,0.9418485760688782,neutral,"Options sweep ranking, no directional sentiment."
69,15,NVDA,bluesky,$AAPL,💥 Institutions trading #options with high urgency! AM Top Sweep Activity from 🔥 INSIDERFINANCE.COM 🔥 1. #NVDA 498.3K 2. #TSLA 309.1K 3. #AAPL 130.5K 4. #NOK 34.3K 5. #INTC 24.1K #OptionFlow #OptionsTrading #Trading,yes,yes,neutral,0.0,0.9418485760688782,neutral,"Options sweep ranking, no directional sentiment."
